church_name,church_url,city,state,size,denomination
Peoples Church,http://www.peopleschurch.org,Fresno,CA,4500,"Independent, Nondenominational"
Perfecting Church,http://www.perfectingchurch.org,Detroit,MI,4500,"Independent, Nondenominational"
Perfecting Faith Church,http://www.perfectingfaith.org,Freeport,NY,2000,Unknown (unspecified)
Perimeter Church,http://www.perimeter.org,Duluth,GA,3900,Presbyterian Church of America
Pilgrim Church,http://pilgrimchurch.org,Paramus,NJ,2500,Korean Presbyterian Church
Pilgrim Rest Baptist Church,http://www.pilgrimway.com,Phoenix,AZ,2200,Baptist (unspecified)
Pilgrim Rest Missionary Baptist Church,http://www.pilgrimrestdallas.org,Dallas,TX,2500,Baptist (unspecified)
Pinelake Church,http://www.pinelake.org,Brandon,MS,9091,Southern Baptist Convention
Pinon Hills Community Church,http://www.pinonhillschurch.com,Farmington,NM,2000,"Independent, Nondenominational"
Pioneer Memorial Church,http://www.pmchurch.org,Berrien Springs,MI,2500,Seventh-day Adventist
Place for Life,http://www.placeforlife.org,San Antonio,TX,3000,"Independent, Nondenominational"
Plainfield Christian Church,http://www.plainfieldchristian.com,Plainfield,IN,1956,CHRISTIAN
Pleasant Valley Baptist Church,http://www.pleasantvalley.org,Liberty,MO,2905,Southern Baptist Convention
Pocono Community Church,http://www.poconocc.com,Mount Pocono,PA,2000,Assemblies of God
Pocono Community Church,http://www.poconocc.com,Tobyhanna,PA,1855,Assemblies of God
Point of Grace Church,http://www.pointofgrace.com,Waukee,IA,2200,"Independent, Nondenominational"
Pomona First Baptist Church,http://www.pomonafirstbaptist.com,Pomona,CA,4000,American Baptist
Port City Community Church,http://www.portcitychurch.org,Wilmington,NC,5200,Unknown (unspecified)
Portland Christian Center,http://www.portlandchristiancenter.com,Portland,OR,2000,Assemblies of God
Potential Church,http://www.potentialchurch.com,Cooper City,FL,12000,Southern Baptist Convention
Potter’s House Christian Fellowship,http://www.potters-house.org,Jacksonville,FL,3000,Unknown (unspecified)
Potter’s House Church of Denver,http://www.tphd.org,Denver,CO,7800,"Independent, Nondenominational"
Prairie Lakes Church,http://www.prairielakeschurch.org,Cedar Falls,IA,2200,Baptist (unspecified)
Praise Cathedral Church of God,http://www.praisecathedral.org,Greer,SC,2000,"Church of God, Cleveland"
Prayer Palace Church,http://theprayerpalace.com,Toronto,ON,2500,"Independent, Nondenominational"
Prestoncrest Church of Christ,http://www.prestoncrest.org,Dallas,TX,2500,Church of Christ
Prestonwood Baptist Church,http://www.prestonwood.org,Plano,TX,17000,Southern Baptist Convention
Primeira Igreja Batista Brasileira,http://www.pibflorida.org,Pompano Beach,FL,2000,Baptist (unspecified)
Prince of Peace Lutheran Church,http://www.princeofpeaceonline.org,Burnsville,MN,3000,Evangelical Lutheran Church in America
Princeton Alliance Church,http://www.princetonalliance.org,Plainsboro,NJ,1800,Christian & Missionary Alliance
Promise New York Church,http://www.fgnyc.org,Flushing,NY,3800,Assemblies of God
PromiseLand Church,http://www.promiselandchurch.net,Austin,TX,2400,"Independent, Nondenominational"
Providence Baptist Church,http://www.pray.org,Raleigh,NC,2500,Southern Baptist Convention
Puyallup Foursquare Church,http://www.myfoursquarechurch.com,Puyallup,WA,3500,Four Square
Quest Community Church,http://www.questcommunity.com,Lexington,KY,3400,Unknown (unspecified)
Radiant Church,http://www.radiantchurch.com,Surprise,AZ,6359,Assemblies of God
Rancho Community Church,http://www.ranchocommunity.org,Temecula,CA,2500,Reformed Church in America
Ray of Hope Christian Church,http://www.rayofhope.org,Decatur,GA,2000,CHRISTIAN
Real Life,http://www.MyRealLife.org,Corpus Christi,TX,2600,Southern Baptist Convention
Real Life Christian Church,http://www.real.life,Clermont,FL,4762,CHRISTIAN
Real Life Church,http://www.reallifechurch.org,Valencia,CA,5105,"Independent, Nondenominational"
Real Life Ministries,http://www.reallifeministries.com,Post Falls,ID,7001,CHRISTIAN
Reality,http://realitycarpinteria.com,Carpinteria,CA,3000,"Independent, Nondenominational"
Red Rocks Church,http://www.redrockschurch.com,Golden,CO,3200,Assemblies of God
Redeemer Presbyterian Church,http://www.redeemer.com,New York City,NY,5200,Presbyterian Church of America
Redemption,http://www.myredemption.cc,Greenville,SC,10550,"Independent, Nondenominational"
Redemption Church,http://www.redemptionaz.com,Tempe,AZ,4500,"Independent, Nondenominational"
Reston Bible Church,http://www.restonbible.org,Dulles,VA,1800,"Independent, Nondenominational"
Reston Bible Church,http://www.restonbible.org,Reston,VA,1800,"Independent, Nondenominational"
Resurrection Fellowship,http://www.rez.org,Loveland,CO,2500,"Independent, Nondenominational"
Resurrection Life Church,http://www.reslife.org,Grandville,MI,7000,"Independent, Nondenominational"
Revealing Truth Ministries,http://www.revealingtruth.org,Tampa,FL,2500,"Independent, Nondenominational"
Revival Center Modesto,http://www.revivalcentermodesto.com,Modesto,CA,3000,"Independent, Nondenominational"
Revival Christian Fellowship,http://www.revival.tv,Menifee,CA,6000,"Independent, Nondenominational"
Reynoldsburg United Methodist Church,http://www.rumc.org,Reynoldsburg,OH,2200,United Methodist Church
Rhema Bible Church,http://www.rhemabiblechurch.com,Tulsa,OK,5500,Unknown (unspecified)
Rhema Christian Center Church,http://www.rhemachristiancenter.org,Washington,DC,2000,"Independent, Nondenominational"
Richmond Hill Chinese Community Church,http://www.rhccc.ca,Richmond Hill,ON,2800,Evangelical
Richmond Outreach Center,http://www.theroc.com,Richmond,VA,5500,"Independent, Nondenominational"
Ridgecrest Baptist Church,http://www.ridgecrestbaptist.org,Springfield,MO,1900,Southern Baptist Convention
Ridgecrest Baptist Church,http://www.rbcdothan.org,Dothan,AL,2500,Southern Baptist Convention
Ridgedale Baptist Church,http://www.ridgedalebaptist.org,Chattanooga,TN,2500,Baptist (unspecified)
River of Life Christian Church,http://www.rolcc.net/english/home,Santa Clara,CA,2950,"Independent, Nondenominational"
River of Life Fellowship,http://www.riveroflifefellowship.org,Kent,WA,2000,"Independent, Nondenominational"
River Pointe Church,http://www.riverpointe.org,Richmond,TX,3500,Unknown (unspecified)
River Valley Church,http://www.rivervalleychurch.org,Apple Valley,MN,5000,Assemblies of God
Riverbend Baptist Church,http://Missing,North Charleston,SC,3500,Southern Baptist Convention
Riverbend Church,http://www.riverbend.com,Austin,TX,4000,"Independent, Nondenominational"
Riverlakes Community Church,http://www.riverlakeschurch.org,Bakersfield,CA,2000,Unknown (unspecified)
RiverTree Christian Church,http://www.rivertreechristian.com,Massillon,OH,2600,CHRISTIAN
Riverview Church,http://www.RivChurch.com,Holt,MI,2400,Unknown (unspecified)
Rock Bridge Community Church,http://www.rockbridge.cc,Dalton,GA,2900,Southern Baptist Convention
Rock Church,http://rockchurchrockford.org,Rockford,IL,5000,Unknown (unspecified)
Rock City Church,http://www.rockcitychurch.tv,Columbus,OH,2648,"Independent, Nondenominational"
Rock of Ages Baptist Church,http://www.rockofagesbc.org,Maywood,IL,3000,Baptist (unspecified)
Rock of Roseville,http://www.rockofroseville.org,Roseville,CA,2000,Unknown (unspecified)
Rock Springs Baptist Church,http://www.rockspringsbaptist.com,Easley,SC,2500,Southern Baptist Convention
Rockford First,http://www.rockfordfirst.com,Rockford,IL,3184,Assemblies of God
RockHarbor Church,http://www.rockharbor.org,Costa Mesa,CA,5000,"Independent, Nondenominational"
Rocky Mountain Calvary Chapel,http://www.rmcalvary.org,Colorado Springs,CO,3500,Calvary Churches
Rocky Mountain Christian Church,http://www.rmcc.org,Niwot,CO,2202,CHRISTIAN
Rolling Hills Christian Church,http://rollhillchurch.com,El Dorado Hills,CA,2103,CHRISTIAN
Rolling Hills Community Church,http://www.rollinghills.org,Tualatin,OR,2900,"Independent, Nondenominational"
Rolling Hills Covenant Church,http://www.rollinghillscovenant.com,Rolling Hills Estates,CA,3000,Evangelical Covenant
Roswell Street Baptist Church,http://www.roswellstreet.com,Marietta,GA,1850,Southern Baptist Convention
Roswell United Methodist Church,http://www.rumc.com,Roswell,GA,2100,United Methodist Church
Rutgers Community Christian Church,http://www.rccc.org,Somerset,NJ,2200,"Independent, Nondenominational"
Saddleback Church,http://www.saddleback.com,Lake Forest,CA,28000,Southern Baptist Convention
Sagebrush Community Church,http://www.sagebrushcommunity.com,Albuquerque,NM,9000,"Independent, Nondenominational"
Sagemont Church,https://www.sagemontchurch.org,Houston,TX,3984,Southern Baptist Convention
Saint Andrew Lutheran Church,http://standrewlu.com,Eden Prairie,MN,2300,Lutheran (unspecified)
Saint Andrew’s Lutheran Church,http://www.saintandrews.org,Mahtomedi,MN,2100,Evangelical Lutheran Church in America
Saint Andrew’s Presbyterian Church,http://www.standrewspres.org,Newport Beach,CA,1833,"Presbyterian Church, U.S.A."
Saint Columba’s Episcopal Church,http://www.columba.org,Washington,DC,1800,Episcopal
Saint John Baptist Church,http://www.sjbcfamily.com,Grand Prairie,TX,8800,"Independent, Nondenominational"
Saint John Baptist Church,http://www.stjohntacoma.org,Tacoma,WA,2000,Unknown (unspecified)
Saint John Lutheran Church,http://www.stjohns-network.org,Ellisville,MO,2300,Lutheran (unspecified)
Saint John’s Downtown United Methodist Church,http://www.stjohnsdowntown.org,Houston,TX,2044,United Methodist Church
Saint John’s Lutheran Church,http://www.stjohnsorange.org,Orange,CA,2000,Lutheran (unspecified)
Saint Lorenz Lutheran Church,http://www.stlorenz.org,Frankenmuth,MI,1800,Lutheran (unspecified)
Saint Louis Family Church,http://www.slfc.org,Chesterfield,MO,6000,"Independent, Nondenominational"
Saint Luke’s United Methodist Church,http://www.stlukesumc.com,Indianapolis,IN,3108,United Methodist Church
Saint Lukes United Methodist Church,http://www.st.lukes.org,Orlando,FL,1967,United Methodist Church
Saint Mark Baptist Church,http://www.smark.org,Little Rock,AR,3000,Unknown (unspecified)
Saint Mark’s Church,http://www.stmarkschurch.org,Burlington,NC,2000,Unknown (unspecified)
Saint Marks Episcopal Church,http://www.stmarksjacksonville.org,Jacksonville,FL,2500,Episcopal
Saint Martin’s Episcopal Church,http://www.stmartinsepiscopal.org,Houston,TX,4000,Episcopal
Saint Matthew’s Baptist Church,http://www.stmatthewsbc.org,Williamstown,NJ,9000,Unknown (unspecified)
Saint Matthews Baptist Church,http://www.smbclouisville.org,Louisville,KY,8300,Southern Baptist Convention
Saint Michael and All Angels Episcopal,http://www.saintmichael.org,Dallas,TX,5000,Episcopal
Saint Paul Baptist Church,http://www.spbcnc.org,Charlotte,NC,4500,National Baptist Convention
Saint Paul Baptist Church,http://www.stpaulsac.org,Sacramento,CA,2000,Southern Baptist Convention
Saint Paul Christian Methodist Episcopal,http://Missing,Savannah,GA,2500,Christian Methodist Episcopal
Saint Paul Community Baptist,http://www.spcbc.com,Brooklyn,NY,2000,"Independent, Nondenominational"
Saint Paul’s Baptist Church,http://www.myspbc.org,Richmond,VA,6257,Southern Baptist Convention
Saint Philip AME Church,http://www.saintphilip.org,Atlanta,GA,6000,African Methodist Episcopal
Saint Philip the Deacon Lutheran Church,http://www.spdlc.org,Plymouth,MN,2000,Evangelical Lutheran Church in America
Saint Stephen Church,http://www.ssclive.org,Louisville,KY,4000,"Independent, Nondenominational"
Saint Timothy Northshore United Methodist,http://www.sttimothyumc.org,Mandeville,LA,1973,United Methodist Church
Saintsville Sanctuary Church of God In Christ,http://www.saintsvillecogic.org,Dallas,TX,2000,Church of God in Christ
Salem Alliance Church,http://www.salemalliance.org,Salem,OR,2600,Christian & Missionary Alliance
Salem Baptist Church,http://www.salemchicago.org,Chicago,IL,9000,Baptist (unspecified)
Salem Bible Church,http://www.salembiblechurch.org,Atlanta,GA,2000,Unknown (unspecified)
Salem First Church of the Nazarene,http://www.salemnaz.org,Salem,OR,2000,Church of the Nazarene
Salem Missionary Baptist Church,http://thechurchwithzeal.org,Lilburn,GA,1800,Baptist (unspecified)
Sandals Church,http://sandalschurch.com,Riverside,CA,3000,"Independent, Nondenominational"
Santa Cruz Bible Church,http://www.santacruzbible.org,Santa Cruz,CA,2000,"Independent, Nondenominational"
Sarang Community Church,http://www.sarang.com,Anaheim,CA,8000,Presbyterian Church of America
Saturn Road Church of Christ,http://www.saturnroad.org,Garland,TX,1800,Church of Christ
Savannah Christian Church,http://www.savannahchristian.com,Savannah,GA,7331,CHRISTIAN
Scottsdale Bible Church,http://www.scottsdalebible.com,Scottsdale,AZ,6234,"Independent, Nondenominational"
Seacoast Church,http://www.seacoast.org,Charleston,SC,10000,"Independent, Nondenominational"
Seacoast Grace Church,http://www.seacoastgrace.org,Cypress,CA,3290,"Independent, Nondenominational"
Second Baptist Church,http://www.secondbaptist.org,Springfield,MO,2543,Southern Baptist Convention
Second Baptist Church,http://www.second.org,Houston,TX,20656,Southern Baptist Convention
Second Ebenezer Church,http://www.secondebenezer.org,Detroit,MI,2000,Unknown (unspecified)
Second Presbyterian Church,http://www.2pc.org,Memphis,TN,3600,Presbyterian Church of America
Seven Hills Church,http://www.7hillschurch.tv,Florence,KY,3000,Unknown (unspecified)
Sevier Heights Baptist Church,http://www.sevierheights.org,Knoxville,TN,3000,Southern Baptist Convention
Shades Mountain Baptist Church,http://www.shades.org,Birmingham,AL,2756,Southern Baptist Convention
Shadow Hills Church,http://shadowhills.org,Las Vegas,NV,2547,Southern Baptist Convention
Shadow Mountain Community Church,http://www.shadowmountain.org,El Cajon,CA,7513,Southern Baptist Convention
Shandon Baptist Church,http://www.shandon.org,Columbia,SC,2500,Southern Baptist Convention
Sharon Baptist Church,http://www.thesbc.org,Philadelphia,PA,5000,Southern Baptist Convention
Sheffield Family Life Center,http://www.sflc.net,Kansas City,MO,5135,Assemblies of God
Shepherd of the Hills Church,http://www.theshepherd.org,Porter Ranch,CA,8675,CHRISTIAN
Shepherd of the Lake Lutheran Church,http://www.sollc.org,Prior Lake,MN,2000,Evangelical Lutheran Church in America
Shepherd of the Valley Lutheran Church,http://www.sotv.org,Apple Valley,MN,2200,Lutheran (unspecified)
Sherwood Oaks Christian Church,http://www.socc.org,Bloomington,IN,2588,CHRISTIAN
Sherwood Park Alliance Church,http://www.spac.ab.ca,Sherwood Park,AB,2000,Christian & Missionary Alliance
Shiloh Baptist Church,http://www.shilohbaptist.org,Washington,DC,2000,Baptist (unspecified)
Shiloh Baptist Church,http://www.shilohbaptistchurch.org,Dayton,OH,2500,Baptist (unspecified)
Shiloh Metropolitan Baptist Church,http://www.smbcjax.com,Jacksonville,FL,6000,Baptist (unspecified)
Shoreline Christian Center,http://www.shorelineonline.com,Austin,TX,5000,"Independent, Nondenominational"
Shoreline Community Church,http://www.shorelinechurch.org,Monterey,CA,3500,"Independent, Nondenominational"
Silverdale Baptist Church,http://www.silverdalebc.com,Chattanooga,TN,3800,Southern Baptist Convention
Silverlake Church,http://www.silverlakechurch.net,Pearland,TX,2675,Southern Baptist Convention
Sixth Avenue Baptist Church,http://www.sixthavebaptist.org,Birmingham,AL,2000,Baptist (unspecified)
Skyline Wesleyan Church,http://www.skylinechurch.org,La Mesa,CA,2500,Wesleyan
Sligo Seventh Day Adventist,http://www.sligochurch.org,Tacoma Park,MD,2000,Seventh-day Adventist
Smithtown Gospel Tabernacle,http://www.smithtowngospeltabernacle.org,Smithtown,NY,2700,"Independent, Nondenominational"
Snyder Memorial Baptist Church,http://www.snydermbc.com,Fayetteville,NC,2000,Southern Baptist Convention
Sojourn Community Church,http://www.sojournchurch.com,Louisville,KY,3476,Unknown (unspecified)
Solid Rock Church,http://www.ajesuschurch.org,Portland,OR,6000,"Independent, Nondenominational"
Solid Rock Church,http://www.solidrockchurch.org,Monroe,OH,4000,"Independent, Nondenominational"
Sonrise Community Baptist Church,http://www.sonrise.net,Santee,CA,2800,Baptist (unspecified)
Soul Factory,http://www.thesoulfactory.com,Forestville,MD,5000,"Independent, Nondenominational"
South Biscayne Baptist Church,http://www.southbiscayne.com,North Port,FL,2000,Southern Baptist Convention
South Florida Church of Christ,http://www.southfloridachurch.org,Davie,FL,2000,Church of Christ
South Hills Church,http://www.southhills.org,Corona,CA,2500,"Independent, Nondenominational"
South Mountain Community Church,http://www.smccutah.org,Draper,UT,1800,"Independent, Nondenominational"
SouthBrook Christian Church,http://www.southbrook.org,Miamisburg,OH,3100,CHRISTIAN
Southbrook Church,http://www.southbrookchurch.com,Weddington,NC,2000,"Independent, Nondenominational"
Southeast Christian Church,http://www.sechristian.org,Parker,CO,3554,CHRISTIAN
Southeast Christian Church,http://www.southeastchristian.org,Louisville,KY,25917,CHRISTIAN
Southern Baptist Church,http://www.southernbaptistchurch.org,Baltimore,MD,2500,Southern Baptist Convention
Southlake Foursquare Church,http://www.southlakechurch.com,West Linn,OR,2500,Four Square
Southland Christian Church,http://www.southland.church,Nicholasville,KY,12524,CHRISTIAN
Southside Baptist Church,http://www.southsidefamily.com,Warner Robins,GA,2100,Southern Baptist Convention
Southside Fellowship,http://www.ssm.org,Greenville,SC,2000,"Independent, Nondenominational"
Southwest Baptist Church,http://www.southwestbaptistchurch.com,Oklahoma City,OK,2500,Baptist (unspecified)
Southwest Community Church,http://www.swcbc.net,Houston,TX,3400,Southern Baptist Convention
Southwest Community Church,http://southwestcc.org,Indian Wells,CA,4500,Evangelical Free
Spanish River Church,http://www.spanishriver.com,Boca Raton,FL,2000,"Independent, Nondenominational"
Spirit of Faith Christian Center,http://www.spiritoffaith.org,Temple Hills,MD,5000,Unknown (unspecified)
Spotswood Baptist Church,http://www.spotswood.org,Fredericksburg,VA,2000,Southern Baptist Convention
Spring of Life Christian Church,http://www.springoflife.org,Mesa,AZ,2100,Unknown (unspecified)
Springfield Baptist Church,http://www.sbclive.org,Conyers,GA,2000,Baptist (unspecified)
Springs Church,http://www.springschurch.org,Winnipeg,MB,7500,Unknown (unspecified)
St Lukes United Methodist Church,http://www.stlukesmethodist.org,Houston,TX,1931,United Methodist Church
St. Peter’s Church and World Outreach Center,http://www.spwoc.com,Winston-Salem,NC,4000,"Independent, Nondenominational"
St. Stephen Baptist Church,http://pastorjamesadams.org,Memphis,TN,2000,Baptist (unspecified)
Steele Creek Community Church,http://www.steelecreek.org,Charlotte,NC,2500,"Independent, Nondenominational"
Stonebriar Community Church,http://www.stonebriar.org,Frisco,TX,4500,"Independent, Nondenominational"
Stonegate Fellowship,http://www.stonegatefellowship.com,Midland,TX,4000,Unknown (unspecified)
Straight Gate International Church,http://www.straightgate.net,Detroit,MI,2000,"Independent, Nondenominational"
Substance Church,http://www.substancechurch.com,Roseville,MN,3000,"Independent, Nondenominational"
Sugar Creek Baptist Church,http://www.sugarcreek.net,Sugar Land,TX,3730,Southern Baptist Convention
Summit Christian Center,http://www.summitsa.com,San Antonio,TX,2834,"Independent, Nondenominational"
Summit Christian Church,http://www.summitnv.org,Sparks,NV,2467,CHRISTIAN
Summit Church,http://www.summitconnect.org,Orlando,FL,4300,"Independent, Nondenominational"
Summit Church,http://www.summitlife.com,Estero,FL,1800,Unknown (unspecified)
Sun Valley Community Church,http://www.sunvalleycc.com,Gilbert,AZ,8500,"Independent, Nondenominational"
Sunnyvale First Baptist Church,http://www.sunnyvalefbc.com,Sunnyvale,TX,2400,Southern Baptist Convention
Sunrise Church,http://www.sunrisechurch.org,Rialto,CA,5000,CBA
Sunset Presbyterian Church,http://www.sunsetpres.org,Portland,OR,2300,Presbyterian Church of America
Sweet Holy Spirit Full Gospel Baptist Church,http://www.sweetholyspiritonline.org,Chicago,IL,4000,Baptist (unspecified)
Sweet Home Missionary Baptist,http://www.sweethome.org,Miami,FL,2000,Missionary Baptist
Tabernacle Missionary Baptist Church,http://www.tabernacleseattle.net,Seattle,WA,1800,Unknown (unspecified)
Table Rock Fellowship,http://www.tablerockfellowship.org,Central Point,OR,2000,"Independent, Nondenominational"
Tallowood Baptist Church,http://www.tallowood.org,Houston,TX,2000,Baptist (unspecified)
Taylors First Baptist Church,http://www.taylorsfbc.org,Taylors,SC,2300,Southern Baptist Convention
Temple Baptist Church,http://www.tbclife.net,Hattiesburg,MS,3000,Southern Baptist Convention
Temple Bible Church,http://www.templebiblechurch.org,Temple,TX,2800,"Independent, Nondenominational"
Temple of Deliverance,http://www.todcogic.org,Memphis,TN,4000,Church of God in Christ
Temple of Praise,http://www.thetempleofpraise.org,Washington,DC,4000,"Independent, Nondenominational"
Templo Calvario Assembly of God,http://www.tcsocal.com,Santa Ana,CA,8750,Assemblies of God
Thanksgiving Church,http://Missing,Buena Park,CA,1900,Assemblies of God
The Austin Stone Community Church,http://www.austinstone.org,Austin,TX,7428,Southern Baptist Convention
The Bible Chapel,http://www.biblechapel.org,McMurray,PA,2500,Unknown (unspecified)
The Bridge,http://www.thebridgefresno.com,Fresno,CA,2000,Evangelical Free
The Bridge Bible Church,http://thebridgebiblechurch.com,Bakersfield,CA,2100,"Independent, Nondenominational"
The Bridge Community Church,http://www.thebridgecc.org,Decatur,IN,2000,"Independent, Nondenominational"
The Chapel,http://www.thechapel.net,Fort Wayne,IN,2700,"Independent, Nondenominational"
The Chapel,http://www.thechapel.com,Getzville,NY,4800,"Independent, Nondenominational"
The Chapel,http://www.chapel.org,Libertyville,IL,6010,"Independent, Nondenominational"
The Chapel,http://www.the-chapel.org,Akron,OH,7347,"Independent, Nondenominational"
The Chapel,http://www.thechapel.tv,Sandusky,OH,2200,"Independent, Nondenominational"
The Church at Bethel’s Family,http://www.bethelsfamily.org,Houston,TX,2000,Unknown (unspecified)
The Church at Brook Hills,http://www.brookhills.org,Birmingham,AL,4500,Southern Baptist Convention
The Church at Chapel Hill,http://www.churchatchapelhill.com,Douglasville,GA,2000,Assemblies of God
The Church at Rocky Peak,http://www.rockypeak.org,Chatsworth,CA,2000,"Independent, Nondenominational"
The Church at South Las Vegas,http://www.thechurchlv.com,Henderson,NV,3200,"Independent, Nondenominational"
The Church Group Worldwide,http://www.thechurchgroup.com,Jacksonville,FL,3400,"Independent, Nondenominational"
The Church on Rush Creek,http://www.rushcreek.org,Arlington,TX,3300,Southern Baptist Convention
The Church on the Way,http://www.tcotw.org,Van Nuys,CA,9032,Four Square
The City Church,http://www.thecity.org,Kirkland,WA,6300,"Independent, Nondenominational"
The Community of Faith,http://www.jamesdixonministries.org,Houston,TX,6000,Unknown (unspecified)
The Compass Church,http://www.efcn.org,Naperville,IL,2250,Evangelical Free
The Cove Church,http://www.covechurch.org,Mooresville,NC,4200,Unknown (unspecified)
The Crossing,http://www.thecrossing.com,Costa Mesa,CA,2000,"Independent, Nondenominational"
The Crossing,http://www.thecrossingchurch.com,Columbia,MO,3400,"Independent, Nondenominational"
The Crossing,http://www.thecrossing.net,Quincy,IL,5484,CHRISTIAN
The Crossing,http://www.wcrossing.org,Chesterfield,MO,6000,"Independent, Nondenominational"
The Crossing A Christian Church,http://www.thecrossingonline.com,Las Vegas,NV,2577,CHRISTIAN
The Crossing Church,http://www.crossingonline.org,Tampa,FL,5000,Unknown (unspecified)
The Dream Center / Angelus Temple,http://www.dreamcenter.org,Los Angeles,CA,8975,Four Square
The Faith Center Ministries,http://www.thefaithcenterint.org,Sunrise,FL,8000,"Independent, Nondenominational"
The Falls Church Anglican,http://www.tfcanglican.org,Falls Church,VA,3000,Anglical
The Family Church,http://www.thefamilychurch.net,Gainesville,FL,2000,"Independent, Nondenominational"
The Father’s House,http://www.tfh.org,Vacaville,CA,3000,Unknown (unspecified)
The Father’s House,http://www.tfhny.org,Rochester,NY,3500,Unknown (unspecified)
The Fellowship at Two Rivers,http://www.tworivers.org,Nashville,TN,2000,Baptist (unspecified)
The Foundry United Methodist Church,http://www.foundrychurch.org,Houston,TX,1800,United Methodist Church
The Fountain of Praise,http://www.fountainofpraise.org,Houston,TX,9000,Southern Baptist Convention
The Greater White Rock Baptist Church,http://Missing,Philadelphia,PA,3000,Baptist (unspecified)
The Grove Community Church,http://www.thegrove.cc,Riverside,CA,4500,"Independent, Nondenominational"
The Heights Baptist Church,http://www.theheights.org,Richardson,TX,2623,Southern Baptist Convention
The Heights Church,http://www.heightschurch.com,Prescott,AZ,3000,CBA
The Hills Church of Christ,http://www.thehills.org,North Richland Hills,TX,4500,Church of Christ
The House Modesto,http://www.thehousemodesto.com,Modesto,CA,5500,Assemblies of God
The House of the Lord,http://www.thotl.org,Akron,OH,3000,"Independent, Nondenominational"
The Journey Fellowship,http://journeyon.net,Saint Louis,MO,3300,"Independent, Nondenominational"
The Korean Presbyterian Church of Queens,http://www.kapcq.org,Flushing,NY,3000,Korean Presbyterian Church
The Life Church,http://www.thelifechurch.com,Memphis,TN,3400,"Independent, Nondenominational"
The Living Word Bible Church,http://www.livingwordonline.org,Mesa,AZ,4427,Unknown (unspecified)
The Meeting House,http://www.themeetinghouse.com,Oakville,ON,5007,BIC
The Meeting Place,http://www.themeetingplace.mb.ca,Winnipeg,MB,5000,MEN
The Met (Metropolitan Baptist Church),http://www.themetonline.org,Houston,TX,3600,Baptist (unspecified)
The Moody Church,http://www.moodychurch.org,Chicago,IL,2400,"Independent, Nondenominational"
The Oaks Fellowship,http://www.theoaksonline.org,Red Oak,TX,2700,Assemblies of God
The Orchard,http://www.theorchard.net,Tupelo,MS,2300,United Methodist Church
The Orchard Evangelical Free Church,http://www.theorchardefc.org,Arlington Heights,IL,2500,Evangelical Free
The Packinghouse Church,http://packinghouseredlands.org,Redlands,CA,3800,"Independent, Nondenominational"
The Park Church,http://www.theparkministries.org,Charlotte,NC,6000,Baptist (unspecified)
The Pentecostals,http://www.buildinggreatlives.com,West Monroe,LA,2050,United Pentecostal Church International
The Pentecostals of Cooper City,http://www.the-pentecostals.org,Cooper City,FL,2000,"Independent, Nondenominational"
The People’s Church,http://www.thepeopleschurch.org,Franklin,TN,2901,Southern Baptist Convention
The Peoples Church,http://www.thepeopleschurch.ca,Toronto,ON,3800,"Independent, Nondenominational"
The Potter’s House,http://www.thepottershouse.org,Dallas,TX,8000,"Independent, Nondenominational"
The Presbyterian Church of Toms River,http://pctr.org,Toms River,NJ,2500,PRES
The River of Life Church,http://www.riverpraise.com,Phoenix,AZ,3500,Unknown (unspecified)
The Riverside Church,http://www.theriversidechurchny.net,New York,NY,2500,"Independent, Nondenominational"
The Rock,http://www.anaheim.solidlives.com,Anaheim,CA,3000,Four Square
The Rock Church,http://www.sdrock.com,San Diego,CA,18000,"Independent, Nondenominational"
The Rock Church and World Outreach Center,http://www.rockchurch.com,San Bernardino,CA,14550,"Independent, Nondenominational"
The Rock Church International,http://www.rockchurch.org,Virginia Beach,VA,2225,"Independent, Nondenominational"
The Rock Church of Sacramento,http://therockchurch.org,Elk Grove,CA,2000,Pentecostal (unspecified)
The Rock Family Worship Center,http://www.therockfwc.org,Huntsville,AL,2500,"Independent, Nondenominational"
The Rock Ministries Inc.,http://www.therockministries.com,Flowery Branch,GA,2000,"Independent, Nondenominational"
The Sanctuary,http://www.atthesanctuary.com,Capitol Heights,MD,3400,"Independent, Nondenominational"
The Simple Church,http://www.thesimplechurch.tv,Bossier City,LA,5000,"Independent, Nondenominational"
The Summit Church,http://thesummitchurch.net,Kernersville,NC,2700,Baptist General Conference
The Summit Church,http://www.SummitRDU.com,Durham,NC,6639,Southern Baptist Convention
The Village Church,http://www.thevillagechurch.net,Flower Mound,TX,4939,Southern Baptist Convention
The Vineyard Church,http://vineyardneworleans.org,Kenner,LA,2000,Vineyard
The Vineyard Church,http://www.thevineyardchurch.us,Urbana,IL,2800,Vineyard
The Well Community Church,http://www.thewellcommunity.org,Fresno,CA,3800,"Independent, Nondenominational"
The Wesleyan Church of Hamburg,http://www.wchamburg.org,Hamburg,NY,1900,Wesleyan
The Woodlands United Methodist Church,http://www.twumc.org,The Woodlands,TX,4267,United Methodist Church
The Word Church,http://www.wordcity.org,Cleveland,OH,7000,Unknown (unspecified)
The Worship Center,http://www.worshipcenter.org,Lancaster,PA,2150,Unknown (unspecified)
The Worship Center Christian Church,http://www.theworshipcentercc.org,Birmingham,AL,2000,"Independent, Nondenominational"
